Filename	QueryName	QueryGC	QueryStart	QueryBasesCovered	QueryStrand	QueryLength	HitName	HitStart	HitBasesCovered	HitStrand	HitLength	AlignmentSize	IdenticalBases	AlignmentPercentIdentity	QueryPercentIdentity	LongestPerfectKmer	MeanPerfectKmer	PercentQueryAligned	nk15	nk17	nk19	nk21	nk23	nk25
N79596_dh10b_8kb_11022015_0627_1_ch281_file131_strand.fast5_BaseCalled_Template.fasta.maf	ch281_file131	52.38	147	320	+	3587	NC_005139	3060050	359	+	3354505	366	0	0.00	0.00	0	NaN	8.92	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch452_file47_strand.fast5_BaseCalled_Template.fasta.maf	ch452_file47	50.44	2749	405	+	3170	NC_005139	3345444	392	+	3354505	431	0	0.00	0.00	0	NaN	12.78	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch405_file34_strand.fast5_BaseCalled_Template.fasta.maf	ch405_file34	51.37	2676	248	+	3167	NC_005139	490402	279	+	3354505	285	0	0.00	0.00	0	NaN	7.83	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch139_file41_strand.fast5_BaseCalled_Template.fasta.maf	ch139_file41	49.98	4	675	+	2151	NC_005139	1322583	799	+	3354505	809	0	0.00	0.00	0	NaN	31.38	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch374_file20_strand.fast5_BaseCalled_Template.fasta.maf	ch374_file20	51.18	191	511	+	5956	NC_005139	3126215	517	+	3354505	550	0	0.00	0.00	0	NaN	8.58	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch468_file5_strand.fast5_BaseCalled_Template.fasta.maf	ch468_file5	49.75	2249	836	+	6951	NC_005139	514888	859	+	3354505	901	0	0.00	0.00	0	NaN	12.03	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch436_file14_strand.fast5_BaseCalled_Template.fasta.maf	ch436_file14	47.73	651	722	+	2531	NC_005139	514976	791	+	3354505	814	0	0.00	0.00	0	NaN	28.53	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch361_file8_strand.fast5_BaseCalled_Template.fasta.maf	ch361_file8	50.44	3538	2522	+	6078	NC_005139	3257789	2647	+	3354505	2829	0	0.00	0.00	0	NaN	41.49	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch195_file0_strand.fast5_BaseCalled_Template.fasta.maf	ch195_file0	51.49	1138	610	+	7069	NC_005139	2092067	693	+	3354505	706	0	0.00	0.00	0	NaN	8.63	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch285_file20_strand.fast5_BaseCalled_Template.fasta.maf	ch285_file20	52.07	5682	460	+	6745	NC_005139	919533	497	+	3354505	514	0	0.00	0.00	0	NaN	6.82	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch101_file9_strand.fast5_BaseCalled_Template.fasta.maf	ch101_file9	52.84	7162	796	+	8291	NC_005139	2414136	882	+	3354505	909	0	0.00	0.00	0	NaN	9.60	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch411_file59_strand.fast5_BaseCalled_Template.fasta.maf	ch411_file59	49.81	224	1933	+	2367	NC_005139	384897	2071	+	3354505	2182	0	0.00	0.00	0	NaN	81.66	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch26_file36_strand.fast5_BaseCalled_Template.fasta.maf	ch26_file36	52.50	2427	2153	+	5552	NC_005139	770397	2323	+	3354505	2455	0	0.00	0.00	0	NaN	38.78	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch374_file158_strand.fast5_BaseCalled_Template.fasta.maf	ch374_file158	49.49	1814	1904	+	8077	NC_005139	11124	1901	+	3354505	2080	0	0.00	0.00	0	NaN	23.57	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch433_file11_strand.fast5_BaseCalled_Template.fasta.maf	ch433_file11	52.48	1876	287	+	5501	NC_005139	1098615	314	+	3354505	323	0	0.00	0.00	0	NaN	5.22	0	0	0	0	0	0
