Filename	QueryName	QueryGC	QueryStart	QueryBasesCovered	QueryStrand	QueryLength	HitName	HitStart	HitBasesCovered	HitStrand	HitLength	AlignmentSize	IdenticalBases	AlignmentPercentIdentity	QueryPercentIdentity	LongestPerfectKmer	MeanPerfectKmer	PercentQueryAligned	nk15	nk17	nk19	nk21	nk23	nk25
N79596_dh10b_8kb_11022015_0627_1_ch452_file85_strand.fast5_BaseCalled_2D.fasta.maf	ch452_file85	46.05	1232	1509	+	5794	NC_005139	665855	1524	+	3354505	1650	0	0.00	0.00	0	NaN	26.04	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch407_file38_strand.fast5_BaseCalled_2D.fasta.maf	ch407_file38	53.19	120	2432	+	2692	NC_005139	1031843	2377	+	3354505	2576	0	0.00	0.00	0	NaN	90.34	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch449_file50_strand.fast5_BaseCalled_2D.fasta.maf	ch449_file50	48.01	2093	782	+	3493	NC_005139	2426559	801	+	3354505	848	0	0.00	0.00	0	NaN	22.39	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch154_file90_strand.fast5_BaseCalled_2D.fasta.maf	ch154_file90	49.67	304	3032	+	6358	NC_005139	1220550	3083	+	3354505	3254	0	0.00	0.00	0	NaN	47.69	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch75_file14_strand.fast5_BaseCalled_2D.fasta.maf	ch75_file14	51.80	3165	3563	+	8256	NC_005139	849711	3627	+	3354505	3814	0	0.00	0.00	0	NaN	43.16	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch202_file128_strand.fast5_BaseCalled_2D.fasta.maf	ch202_file128	49.95	5980	544	+	6527	NC_005139	1109090	527	+	3354505	564	0	0.00	0.00	0	NaN	8.33	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch412_file8_strand.fast5_BaseCalled_2D.fasta.maf	ch412_file8	52.90	4398	1734	+	7616	NC_005139	767256	1787	+	3354505	1862	0	0.00	0.00	0	NaN	22.77	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch11_file133_strand.fast5_BaseCalled_2D.fasta.maf	ch11_file133	51.75	1221	2728	+	4338	NC_005139	1264548	2780	+	3354505	2956	0	0.00	0.00	0	NaN	62.89	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch466_file79_strand.fast5_BaseCalled_2D.fasta.maf	ch466_file79	49.65	153	1286	+	3297	NC_005139	1508563	1302	+	3354505	1360	0	0.00	0.00	0	NaN	39.01	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch362_file13_strand.fast5_BaseCalled_2D.fasta.maf	ch362_file13	51.46	4730	2296	+	7103	NC_005139	3127969	2300	+	3354505	2446	0	0.00	0.00	0	NaN	32.32	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch360_file247_strand.fast5_BaseCalled_2D.fasta.maf	ch360_file247	43.55	589	901	+	2014	NC_005139	375751	936	+	3354505	987	0	0.00	0.00	0	NaN	44.74	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch66_file275_strand.fast5_BaseCalled_2D.fasta.maf	ch66_file275	51.96	102	2069	+	2196	NC_005139	3179697	2073	+	3354505	2229	0	0.00	0.00	0	NaN	94.22	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch243_file36_strand.fast5_BaseCalled_2D.fasta.maf	ch243_file36	50.83	1057	947	+	4299	NC_005139	549392	1017	+	3354505	1057	0	0.00	0.00	0	NaN	22.03	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch178_file6_strand.fast5_BaseCalled_2D.fasta.maf	ch178_file6	50.89	2660	1514	+	4573	NC_005139	935939	1561	+	3354505	1636	0	0.00	0.00	0	NaN	33.11	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch300_file9_strand.fast5_BaseCalled_2D.fasta.maf	ch300_file9	52.33	13	927	+	1032	NC_005139	1265363	887	+	3354505	961	0	0.00	0.00	0	NaN	89.83	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch61_file24_strand.fast5_BaseCalled_2D.fasta.maf	ch61_file24	51.88	320	1047	+	2423	NC_005139	2669572	994	+	3354505	1100	0	0.00	0.00	0	NaN	43.21	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch196_file29_strand.fast5_BaseCalled_2D.fasta.maf	ch196_file29	51.66	9	2039	+	2356	NC_005139	3098288	2155	+	3354505	2272	0	0.00	0.00	0	NaN	86.54	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch66_file298_strand.fast5_BaseCalled_2D.fasta.maf	ch66_file298	47.07	9	724	+	2923	NC_005139	903383	721	+	3354505	765	0	0.00	0.00	0	NaN	24.77	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch53_file4_strand.fast5_BaseCalled_2D.fasta.maf	ch53_file4	50.57	4772	532	+	5305	NC_005139	2801973	530	+	3354505	573	0	0.00	0.00	0	NaN	10.03	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch181_file31_strand.fast5_BaseCalled_2D.fasta.maf	ch181_file31	52.13	7	3644	+	7527	NC_005139	1411071	3678	+	3354505	3908	0	0.00	0.00	0	NaN	48.41	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch510_file59_strand.fast5_BaseCalled_2D.fasta.maf	ch510_file59	51.54	3071	2992	+	6133	NC_005139	1287848	3211	+	3354505	2670	0	0.00	0.00	0	NaN	48.79	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch42_file38_strand.fast5_BaseCalled_2D.fasta.maf	ch42_file38	51.23	3768	1969	+	5944	NC_005139	2484225	2067	+	3354505	2153	0	0.00	0.00	0	NaN	33.13	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch101_file16_strand.fast5_BaseCalled_2D.fasta.maf	ch101_file16	51.98	3155	1427	+	4885	NC_005139	737558	1462	+	3354505	1529	0	0.00	0.00	0	NaN	29.21	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch468_file28_strand.fast5_BaseCalled_2D.fasta.maf	ch468_file28	51.44	110	727	+	5430	NC_005139	2332775	739	+	3354505	787	0	0.00	0.00	0	NaN	13.39	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch139_file24_strand.fast5_BaseCalled_2D.fasta.maf	ch139_file24	46.16	1092	208	+	1354	NC_005139	1734847	212	+	3354505	219	0	0.00	0.00	0	NaN	15.36	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch251_file113_strand.fast5_BaseCalled_2D.fasta.maf	ch251_file113	50.95	58	9499	+	9585	NC_005139	1261147	5385	+	3354505	4326	0	0.00	0.00	0	NaN	99.10	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch195_file0_strand.fast5_BaseCalled_2D.fasta.maf	ch195_file0	50.91	673	1352	+	8071	NC_005139	2091411	1352	+	3354505	1430	0	0.00	0.00	0	NaN	16.75	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch281_file8_strand.fast5_BaseCalled_2D.fasta.maf	ch281_file8	50.33	3390	817	+	5831	NC_005139	905532	853	+	3354505	891	0	0.00	0.00	0	NaN	14.01	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch154_file97_strand.fast5_BaseCalled_2D.fasta.maf	ch154_file97	51.30	905	3753	+	4754	NC_005139	3117666	3810	+	3354505	3908	0	0.00	0.00	0	NaN	78.94	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch493_file9_strand.fast5_BaseCalled_2D.fasta.maf	ch493_file9	48.68	742	1406	+	3891	NC_005139	1708331	1369	+	3354505	1484	0	0.00	0.00	0	NaN	36.13	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch84_file103_strand.fast5_BaseCalled_2D.fasta.maf	ch84_file103	51.13	2446	946	+	3661	NC_005139	297228	1018	+	3354505	964	0	0.00	0.00	0	NaN	25.84	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch244_file5_strand.fast5_BaseCalled_2D.fasta.maf	ch244_file5	50.75	8	10218	+	10239	NC_005139	2875061	8211	+	3354505	6366	0	0.00	0.00	0	NaN	99.79	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch20_file2_strand.fast5_BaseCalled_2D.fasta.maf	ch20_file2	55.02	3	421	+	458	NC_005139	2320262	429	+	3354505	451	0	0.00	0.00	0	NaN	91.92	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch281_file53_strand.fast5_BaseCalled_2D.fasta.maf	ch281_file53	52.98	168	1629	+	4190	NC_005139	546652	1531	+	3354505	1717	0	0.00	0.00	0	NaN	38.88	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch253_file41_strand.fast5_BaseCalled_2D.fasta.maf	ch253_file41	52.91	1339	2482	+	3965	NC_005139	913088	2539	+	3354505	2665	0	0.00	0.00	0	NaN	62.60	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch94_file204_strand.fast5_BaseCalled_2D.fasta.maf	ch94_file204	47.88	1549	232	+	4586	NC_005139	1537758	237	+	3354505	243	0	0.00	0.00	0	NaN	5.06	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch327_file6_strand.fast5_BaseCalled_2D.fasta.maf	ch327_file6	50.20	0	1219	+	1233	NC_005139	2577942	1287	+	3354505	1334	0	0.00	0.00	0	NaN	98.86	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch485_file39_strand.fast5_BaseCalled_2D.fasta.maf	ch485_file39	50.66	1819	941	+	3549	NC_005139	656701	1063	+	3354505	944	0	0.00	0.00	0	NaN	26.51	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch214_file76_strand.fast5_BaseCalled_2D.fasta.maf	ch214_file76	53.10	2529	2381	+	4938	NC_005139	2713678	2395	+	3354505	2533	0	0.00	0.00	0	NaN	48.22	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch223_file50_strand.fast5_BaseCalled_2D.fasta.maf	ch223_file50	49.19	2139	2796	+	5338	NC_005139	2818328	4894	+	3354505	2909	0	0.00	0.00	0	NaN	52.38	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch208_file195_strand.fast5_BaseCalled_2D.fasta.maf	ch208_file195	53.16	2928	615	+	4244	NC_005139	2041768	624	+	3354505	655	0	0.00	0.00	0	NaN	14.49	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch302_file153_strand.fast5_BaseCalled_2D.fasta.maf	ch302_file153	50.05	34	3986	+	4090	NC_005139	3269115	3936	+	3354505	4056	0	0.00	0.00	0	NaN	97.46	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch110_file125_strand.fast5_BaseCalled_2D.fasta.maf	ch110_file125	48.57	15	822	+	1466	NC_005139	2757171	748	+	3354505	715	0	0.00	0.00	0	NaN	56.07	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch351_file13_strand.fast5_BaseCalled_2D.fasta.maf	ch351_file13	52.92	369	1222	+	7793	NC_005139	2769278	1231	+	3354505	1290	0	0.00	0.00	0	NaN	15.68	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch146_file1_strand.fast5_BaseCalled_2D.fasta.maf	ch146_file1	47.33	616	1343	+	3074	NC_005139	890166	1422	+	3354505	1487	0	0.00	0.00	0	NaN	43.69	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch83_file3_strand.fast5_BaseCalled_2D.fasta.maf	ch83_file3	48.26	6126	730	+	7033	NC_005139	1599820	715	+	3354505	768	0	0.00	0.00	0	NaN	10.38	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch456_file9_strand.fast5_BaseCalled_2D.fasta.maf	ch456_file9	58.50	22	556	+	588	NC_005139	3032407	552	+	3354505	577	0	0.00	0.00	0	NaN	94.56	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch101_file9_strand.fast5_BaseCalled_2D.fasta.maf	ch101_file9	51.18	6704	1969	+	8782	NC_005139	2413270	2009	+	3354505	2104	0	0.00	0.00	0	NaN	22.42	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch16_file11_strand.fast5_BaseCalled_2D.fasta.maf	ch16_file11	50.29	1876	1946	+	5319	NC_005139	2934801	1990	+	3354505	1674	0	0.00	0.00	0	NaN	36.59	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch281_file0_strand.fast5_BaseCalled_2D.fasta.maf	ch281_file0	43.73	9	548	+	837	NC_005139	3107078	551	+	3354505	592	0	0.00	0.00	0	NaN	65.47	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch140_file60_strand.fast5_BaseCalled_2D.fasta.maf	ch140_file60	54.28	5	1128	+	1238	NC_005139	1994462	1146	+	3354505	1199	0	0.00	0.00	0	NaN	91.11	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch276_file108_strand.fast5_BaseCalled_2D.fasta.maf	ch276_file108	52.23	79	607	+	3029	NC_005139	1671517	602	+	3354505	647	0	0.00	0.00	0	NaN	20.04	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch184_file115_strand.fast5_BaseCalled_2D.fasta.maf	ch184_file115	53.29	0	5788	+	7884	NC_005139	623416	6891	+	3354505	6178	0	0.00	0.00	0	NaN	73.41	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch223_file64_strand.fast5_BaseCalled_2D.fasta.maf	ch223_file64	47.60	801	1448	+	2250	NC_005139	2651850	1460	+	3354505	1561	0	0.00	0.00	0	NaN	64.36	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch436_file14_strand.fast5_BaseCalled_2D.fasta.maf	ch436_file14	44.02	683	959	+	2676	NC_005139	514973	975	+	3354505	1009	0	0.00	0.00	0	NaN	35.84	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch325_file2_strand.fast5_BaseCalled_2D.fasta.maf	ch325_file2	49.43	28	1994	+	3229	NC_005139	197100	2067	+	3354505	2174	0	0.00	0.00	0	NaN	61.75	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch224_file104_strand.fast5_BaseCalled_2D.fasta.maf	ch224_file104	49.25	468	494	+	1003	NC_005139	2584381	478	+	3354505	516	0	0.00	0.00	0	NaN	49.25	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch53_file17_strand.fast5_BaseCalled_2D.fasta.maf	ch53_file17	52.72	27	3031	+	7928	NC_005139	2715059	2972	+	3354505	3185	0	0.00	0.00	0	NaN	38.23	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch84_file10_strand.fast5_BaseCalled_2D.fasta.maf	ch84_file10	51.20	950	794	+	1748	NC_005139	3149331	803	+	3354505	851	0	0.00	0.00	0	NaN	45.42	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch195_file128_strand.fast5_BaseCalled_2D.fasta.maf	ch195_file128	53.15	11	1860	+	4079	NC_005139	851670	1916	+	3354505	2014	0	0.00	0.00	0	NaN	45.60	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch474_file49_strand.fast5_BaseCalled_2D.fasta.maf	ch474_file49	51.97	90	3993	+	4487	NC_005139	2964517	3827	+	3354505	4200	0	0.00	0.00	0	NaN	88.99	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch208_file15_strand.fast5_BaseCalled_2D.fasta.maf	ch208_file15	46.07	20	568	+	1387	NC_005139	487199	583	+	3354505	607	0	0.00	0.00	0	NaN	40.95	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch281_file60_strand.fast5_BaseCalled_2D.fasta.maf	ch281_file60	51.28	3173	1942	+	5121	NC_005139	1263575	2011	+	3354505	1895	0	0.00	0.00	0	NaN	37.92	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch61_file18_strand.fast5_BaseCalled_2D.fasta.maf	ch61_file18	54.53	352	940	+	4025	NC_005139	1627510	924	+	3354505	1003	0	0.00	0.00	0	NaN	23.35	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch248_file16_strand.fast5_BaseCalled_2D.fasta.maf	ch248_file16	49.26	6	5857	+	5865	NC_005139	3250268	8556	+	3354505	5306	0	0.00	0.00	0	NaN	99.86	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch306_file46_strand.fast5_BaseCalled_2D.fasta.maf	ch306_file46	49.39	1287	3379	+	4687	NC_005139	1109062	3264	+	3354505	3558	0	0.00	0.00	0	NaN	72.09	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch302_file45_strand.fast5_BaseCalled_2D.fasta.maf	ch302_file45	52.25	3350	2950	+	6306	NC_005139	662309	3138	+	3354505	3291	0	0.00	0.00	0	NaN	46.78	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch374_file20_strand.fast5_BaseCalled_2D.fasta.maf	ch374_file20	52.30	93	4694	+	6295	NC_005139	3126110	6716	+	3354505	2593	0	0.00	0.00	0	NaN	74.57	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch286_file109_strand.fast5_BaseCalled_2D.fasta.maf	ch286_file109	44.23	5596	905	+	7378	NC_005139	375752	945	+	3354505	994	0	0.00	0.00	0	NaN	12.27	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch294_file1_strand.fast5_BaseCalled_2D.fasta.maf	ch294_file1	52.55	816	865	+	1707	NC_005139	903138	882	+	3354505	907	0	0.00	0.00	0	NaN	50.67	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch155_file5_strand.fast5_BaseCalled_2D.fasta.maf	ch155_file5	52.33	132	3828	+	3963	NC_005139	659850	4053	+	3354505	3952	0	0.00	0.00	0	NaN	96.59	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch411_file19_strand.fast5_BaseCalled_2D.fasta.maf	ch411_file19	48.66	175	992	+	2096	NC_005139	514964	974	+	3354505	1044	0	0.00	0.00	0	NaN	47.33	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch216_file147_strand.fast5_BaseCalled_2D.fasta.maf	ch216_file147	50.28	2815	1102	+	5294	NC_005139	3090648	1139	+	3354505	1194	0	0.00	0.00	0	NaN	20.82	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch281_file131_strand.fast5_BaseCalled_2D.fasta.maf	ch281_file131	52.28	109	428	+	4034	NC_005139	3060028	420	+	3354505	449	0	0.00	0.00	0	NaN	10.61	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch166_file29_strand.fast5_BaseCalled_2D.fasta.maf	ch166_file29	48.28	32	892	+	1485	NC_005139	903138	966	+	3354505	990	0	0.00	0.00	0	NaN	60.07	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch189_file3_strand.fast5_BaseCalled_2D.fasta.maf	ch189_file3	53.82	150	743	+	1022	NC_005139	1524019	812	+	3354505	833	0	0.00	0.00	0	NaN	72.70	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch326_file4_strand.fast5_BaseCalled_2D.fasta.maf	ch326_file4	51.53	12	1319	+	4124	NC_005139	3056554	1326	+	3354505	1399	0	0.00	0.00	0	NaN	31.98	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch176_file45_strand.fast5_BaseCalled_2D.fasta.maf	ch176_file45	52.84	1278	306	+	1758	NC_005139	2188616	316	+	3354505	328	0	0.00	0.00	0	NaN	17.41	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch441_file17_strand.fast5_BaseCalled_2D.fasta.maf	ch441_file17	48.94	857	3386	+	4283	NC_005139	3312220	4545	+	3354505	3287	0	0.00	0.00	0	NaN	79.06	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch180_file151_strand.fast5_BaseCalled_2D.fasta.maf	ch180_file151	52.91	748	4802	+	5589	NC_005139	357372	3800	+	3354505	2402	0	0.00	0.00	0	NaN	85.92	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch426_file81_strand.fast5_BaseCalled_2D.fasta.maf	ch426_file81	52.48	1	2735	+	3205	NC_005139	2924177	3172	+	3354505	2984	0	0.00	0.00	0	NaN	85.34	0	0	0	0	0	0
